Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"331988";"394198S/N9S/NS/NS/N198";"PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE";"PASA";"Autogestão";"AV. PRESIDENTE VARGAS";"3131";"6º ANDAR. SALAS 6S/N5 e 6S/N6";"CIDADE NOVA";"Rio de Janeiro";"RJ";"2S/N21S/NS/N3S/N";"21";"213957S/N2";"224S/N5625";"juridico@planopasa.com.br";"BRUNO CAMARA MEIRA";"DIR. ADMINISTRAÇAO E FINANÇAS";4;"1998-12-22"
"42S/N778";"14938785S/NS/NS/N152";"PASSPORT SYSTEM ODONTOLOGIA LTDA";"PASSPORT SYSTEM";"Odontologia de Grupo";"Avenida Rio Branco ";"2672";"Sala A";"Setor S/N5";"Jaru";"RO";"7689S/NS/NS/NS/N";"69";"35211342";;"nhyll_odonto@hotmail.com";"NILCELIA ANA MARIN";"Administrador";3;"2S/N17-S/N1-18"
"422584";"38272479S/NS/NS/N198";"PB ASSISTENCIA MEDICA EU LTDA";"PLANO BRASIL SAUDE";"Medicina de Grupo";"RUA GARIBALDI";"S/N";"LOTE 2A LOJA S/NS/N7";"ALPHAVILLE ABRANTES";"Camaçari";"BA";"42821872";"71";"84312648";;"michelle.pacheco@planobrasilsaude.com.br";"PAULO BRITO BITTENCOURT";"CEO";;"2S/N21-S/N1-13"
"422355";"36186642S/NS/NS/N174";"PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA";"PRODENTAL BRASIL ASSISTENCIA ODONTOLOGICA";"Odontologia de Grupo";"RUA DR JOSE PEROBA";"349";"SALAS 11S/N5 E 11S/N6. ED.EMPRESARIAL C. AZU";"STIEP ";"Salvador";"BA";"4177S/N235";"71";"33884482";;"victor@prodentalbrasil.com.br";"VICTOR SILVEIRA GUSMÃO";"DIRETOR EXECUTIVO";6;"2S/N2S/N-S/N8-S/N4"
"421774";"3S/N495227S/NS/NS/N116";"PENTÁGONO ADMINISTRADORA DE BENEFÍCIOS S/A";"PENTÁGONO ADMINISTRADORA";"Administradora de Benefícios";"RUA DOUTOR PEDROSA";"183";"CASA. CONDOMÍNIO PEDROSA DR CJ";"CENTRO";"Curitiba";"PR";"8S/N42S/N12S/N";"41";"32771313";;"pedro@sallusadministradora.com.br";"PEDRO PEREIRA";"REPRESENTANTE";;"2S/N19-S/N6-19"
"4217S/N7";"31S/N97886S/NS/NS/N167";"PERSONAL CARE OPERADORA DE SAÚDE SA";"NORDEN PLANO DE SAÚDE";"Medicina de Grupo";"RUA CONDE DO PINHAL";"739";"-";"CENTRO";"Ibaté";"SP";"14815S/NS/NS/N";"16";"336322S/NS/N";;"contato@meunorden.com";"ANTONIO MONTEIRO PINOTTI AFFONSO";"SÓCIO ADMINISTRADOR";5;"2S/N19-S/N7-16"
"31S/N239";"17146846S/NS/NS/N137";"PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA";"PESSOAL SAÚDE";"Medicina de Grupo";"RUA JOSÉ VERSOLATO";"1S/N1";"Bloco A - SL 42";"CENTRO";"São Bernardo do Campo";"SP";"S/N975S/N73S/N";;;;"elisangela@pessoalsaude.com.br";"JOÃO VANDIR VALIM JUNIOR";"SÓCIO";5;"1998-12-31"
"419486";"17897995S/NS/NS/N138";"PLADISA PLANOS DE SAÚDE SA";"PLADISA";"Medicina de Grupo";"RUA CORONEL FAGUNDES";"1S/NS/N";"SALA S/N2 - EDIFÍCIO DR. ARY DALASEN";"CENTRO";"Videira";"SC";"8956S/N156";"49";"3566S/N811";;"pladisa@pladisa.com.br";"JOACIR FERREIRA";"DIRETOR ADMNISTRATIVO";4;"2S/N14-S/N9-S/N2"
"343463";"15594468S/NS/NS/N129";"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA";"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA";"Medicina de Grupo";"RUA PROFESSOR OSMAN SANTOS OLIVEIRA ";"1S/N6";;"CENTRO ";"Nossa Senhora das Dores";"SE";"496S/NS/NS/NS/NS/N";"79";"4S/NS/N931S/NS/N";"4S/NS/N93121";"plamed@plamed.com.br";"MAÍSA CRUZ MITIDIERI";"REPRESENTANTE LEGAL";5;"1998-12-3S/N"
"413551";"S/N4299994S/NS/NS/N14S/N";"PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA";"PLAMEDH";"Medicina de Grupo";"RUA QUINTINO BOCAIUVA";"232";;"CENTRO";"São João del Rei";"MG";"363S/N73S/N2";"32";"33715795";;"gerencia@plamedh.com.br";"JOÃO DE FIGUEIREDO PEREIRA CURADO";"ADMINISTRADOR";6;"2S/NS/N1-S/N4-19"
"423882";"52S/N413S/N6S/NS/NS/N19S/N";"PLAMEDH PLANOS DE SAÚDE LTDA";"PLAMEDH PLANOS  ";"Medicina de Grupo";"Rua Inconfindência";"488";"Sala 2S/N1A";"Centro";"Betim";"MG";"326S/NS/N1S/NS/N";"31";"9826111S/N6";;"joao.figueiredo@plamedh.com.br";"JOÃO DE FIGUEIREDO PEREIRA CURADO";"Diretor";;"2S/N24-S/N2-19"
"324299";"68682715S/NS/NS/N1S/N5";"PLAMER PLANO MEDICO RESENDE LTDA";"PLAMER - PLANO MEDICO RESENDE";"Medicina de Grupo";"Rua Luiz Ferreira Pinto";"42";;"Campo do Manejo";"Resende";"RJ";"2752S/N33S/N";"24";"338392S/NS/N";"33839211";"ouvidoria@plamer.com.br";"ELIZANDRO GUERRA DOS SANTOS";"Direto Administrativo - Financeiro";5;"1998-12-17"
"4242S/NS/N";"56197223S/NS/NS/N145";"PLANO A ADMINISTRADORA DE PLANOS DE SAUDE LTDA";;"Administradora de Benefícios";"AVENIDA JOSE WILKER ATOR";"6S/N5";"SALA 237";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22775S/N24";"21";"999434833";;"leonardo@unimedicasaude.com";"LIDIANE COSTA PINTO DA SILVA";"SOCIO ADMINISTRADOR";;"2S/N24-11-25"
"363391";"S/N2513939S/NS/NS/N185";"PLANO ASSISTENCIAL SÃO LUCAS LTDA";"SÃO LUCAS SAÚDE";"Medicina de Grupo";"RUA DOM PEDRO II";"78S/N";"3º ANDAR - SALAS 3S/N1 A 3S/N4";"CENTRO";"Governador Valadares";"MG";"35S/N1S/NS/N9S/N";"33";"327976S/NS/N";"327976S/NS/N";"juniorsaolucassaude@veloxmail.com.br";"JOSE FERREIRA JUNIOR";"DIRETOR ADMINISTRATIVO";5;"1999-S/N1-S/N4"
"382281";"22S/N27346S/NS/NS/N116";"PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA";"PLAM";"Medicina de Grupo";"RUA ROOSEVELT DE OLIVEIRA";"251";;"APARECIDA";"Uberlândia";"MG";"384S/NS/N61S/N";"34";"32318S/N12";"32318S/N12";"uniaocon@triang.com.br";"NEUBER MARTINS FONSECA";"DIRETOR ADMINISTRATIVO";6;"1999-S/N1-S/N4"
"4171S/N6";"1S/N767219S/NS/NS/N174";"PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME";"ODONTO S.A";"Odontologia de Grupo";"AVENIDA PROFESSOR MAGALHÃES NETO";"155S/N";"SALAS 15S/N1 A 15S/N4 - ED. PREMIER TOWER EM";"PITUBA";"Salvador";"BA";"4181S/NS/N12";"71";"324S/N3176";;"diretoria@odontosa.com.br";"RODRIGO ALVES VASCONCELOS DE ALMEIDA";"SÓCIO ADMINISTRADOR";5;"2S/NS/N9-1S/N-29"
"411582";"S/N363822S/NS/NS/NS/N133";"PLANO DE SAUDE ASES LTDA.";"ASES";"Medicina de Grupo";"RUA CONSELHEIRO OTAVIANO";"13S/N";;"CENTRO";"Campos dos Goytacazes";"RJ";"28S/N1S/N14S/N";"22";"27262S/NS/NS/N";"2733S/N866";"planoases@ases.com.br";"RENATO GOMES DE SOUZA VALE";"DIRETOR FINANCEIRO";5;"2S/NS/NS/N-S/N6-27"
"36S/N244";"S/N2864364S/NS/NS/N145";"PLANO DE SAÚDE ANA COSTA LTDA.";"PLANO DE SAÚDE ANA COSTA LTDA.";"Medicina de Grupo";"AV ANA COSTA";"468";;"GONZAGA";"Santos";"SP";"11S/N6S/NS/NS/N2";"13";"328512S/NS/N";"328512S/NS/N";"anacostasaude@anacostasaude.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"REPRESENTANTE LEGAL";5;"1998-12-16"
"42S/N166";"24645912S/NS/NS/N189";"PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA";"SANTA CASA SAÚDE";"Medicina de Grupo";"RUA ALPHEU GRIMELLO";"464";"EDIFÍCIO SAN DOMENICO";"TABOÃO";"Bragança Paulista";"SP";"12916S/N1S/N";"11";"44818S/N15";;"rosana.lima@scsbp.com.br";"JOÃO JOSÉ MARQUES";"PRESIDENTE";5;"2S/N16-S/N7-S/N6"
"411256";"S/N3S/N11S/N72S/NS/NS/N122";"PLANO HOSPITAL SAMARITANO LTDA";"PHS SAMARITANO SAÚDE";"Medicina de Grupo";"AV SAO JOSE DOS CAMPOS ";"256";"ANDAR PISO SUPERIOR ";"JARDIM NOVA EUROPA";"Campinas";"SP";"13S/N4S/N145";"19";"3232215S/N";;"phs@samaritosaude.com.br";"RICARDO DE CAPRIO";"SÓCIO ADMINISTRADOR";5;"2S/NS/NS/N-S/N5-12"
"415936";"S/N598317S/NS/NS/NS/N157";"PLANO ODONTOLÓGICO DENTALVIDAS LTDA.";"DENTALVIDAS";"Odontologia de Grupo";"RUA MAGID ANTONIO CALIL";"176";;"JARDIM BOTÂNICO";"Ribeirão Preto";"SP";"14S/N21644";"16";"81643959";;"atendimento@dentalvidas.com.br";" ICARO VILAR MOTA GUIMARÃES";"REPRESENTANTE";4;"2S/NS/N7-S/N3-S/N8"
"4234S/N8";"29117294S/NS/NS/N118";"PLANO SIGMA SAÚDE LTDA";;"Medicina de Grupo";"RUA FLORIANO PEIXOTO";"1S/NS/N9";;"VILA MENDONÇA";"Araçatuba";"SP";"16S/N15S/NS/NS/N";"18";"31176391";;"reginaldo.sigmasaude@gmail.com";"EVALDO DE ARAÚJO SANCHEZ";"SÓCIO PROPRIETÁRIO";6;"2S/N22-12-12"
"415987";"S/N443S/N627S/NS/NS/N133";"PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA";"ORAL SANTA HELENA";"Odontologia de Grupo";"RUA CAMPOS";"13S/N";;"SÃO JOSE";"Aracaju";"SE";"49S/N1522S/N";;;"32116668";"financeiro@oralsantahelena.com.br";"JOSAN PEREIRA TENORIO";"SÓCIO-ADMINISTRATIVO";6;"2S/NS/N7-S/N4-13"
"416517";"S/N27S/N4297S/NS/NS/N1S/NS/N";"PLANODENTE LTDA.";;"Odontologia de Grupo";"RUA DOUTOR MILTON BANDEIRA";"14S/N";"LOJA 2S/N2";"CENTRO";"Viçosa";"MG";"3657S/NS/NS/NS/N";"31";"38916362";"38916362";"PLANODENTE@HOTMAIL.COM";"MARIA HELENA PIRES SILVA";"ADMINISTRADORA";6;"2S/NS/N8-S/N1-22"
"418986";"11792899S/NS/NS/N149";"PLATINUM ADMINISTRADORA DE BENEFICIOS";;"Administradora de Benefícios";"SRTVS QUADRA 7S/N1. CONJUNTO L. BLOCO S/N2";"38";"TÉRREO II. SALA 112";"ASA SUL";"Brasília";"DF";"7S/N34S/N9S/N6";;;;"gleciana@platinumbeneficios.com.br";"GLECIANA SILVA VIEIRA";"ADMINISTRADORA";4;"2S/N13-S/N8-S/N1"
"42S/N956";"27657711S/NS/NS/N19S/N";"PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA - ME";"PLENA ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"RUA JOÃO PESSOA DE MATOS";"53S/N";"COND. ED. PRE OFFICE TOWER";"PRAIA DA COSTA";"Vila Velha";"ES";"291S/N1115";"27";"3763136S/N";;"danilosassaroli@gmail.com";"DANILO HADDAD SASSAROLI";"Diretor Operacional";5;"2S/N17-S/N7-13"
"34883S/N";"S/NS/N338763S/NS/NS/N147";"PLENA SAÚDE S.A.";"PLENA SAÚDE";"Medicina de Grupo";"AV. RAIMUNDO PEREIRA DE MAGALHAES";"12575";"SALA S/N3";"PARADA DE TAIPAS";"São Paulo";"SP";"S/N2989S/N95";"11";"39445439";;"regulatorio@plenasaude.com.br";"JOSE LUIZ RANIERI";"DIRETOR PRESIDENTE";4;"1998-12-3S/N"
"4S/N3458";"S/N146S/N885S/NS/NS/N174";"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.";"PLENODONTO";"Odontologia de Grupo";"AV. IPIRANGA";"337";"1S/Nº ANDAR - CJ.1S/N1";"REPÚBLICA";"São Paulo";"SP";"S/N1S/N46S/N1S/N";"11";"312S/N742S/N";;"jbosco@plenodonto.com.br";"JOÃO BOSCO MUNIZ SIMON";"SOCIO GERENTE";4;"1999-S/N4-14"
"423441";"47432143S/NS/NS/N136";"PLENUM ASSISTENCIA MEDICA  LTDA";"PLENUM SAUDE ";"Medicina de Grupo";"QS 1 RUA 21S/N TORRE S/N3 - LOTE 34/36";"S/N";"SALA 312";"AGUAS CLARAS ";"Brasília";"DF";"7195S/N77S/N";;;;"DIRETORIA@PLENUMSAUDE.COM";"LUCIO ANTUNES ALVES ";"SOCIO - ADMINISTRADOR";;"2S/N23-S/N1-18"
"418552";"975538S/N1S/NS/NS/N116";"PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA";"PLURAL ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"AV. RIO BRANCO ";"131";" 5º ANDAR. SALAS 5S/N1 a 5S/N4";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N4S/NS/NS/N6";"21";"38616S/NS/NS/N";;"andre@pluralsaude.com.br";"ANDRÉ LUIZ CORBACHO VIANNA";"DIRETOR PRESIDENTE";4;"2S/N12-S/N6-11"
"417751";"11275925S/NS/NS/N161";"PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.";"PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.";"Administradora de Benefícios";"SETE DE ABRIL ";"23S/N";"BLOCO A CONJUNTO 1S/N2";"REPÚBLICA";"São Paulo";"SP";"S/N1S/N44S/NS/NS/N";"11";"32575258";"32575258";"CARECLUB@PLURICARE.COM.BR";"LUIZ GUILHERME GOMES PRIMOS";"ADMINISTRADOR";4;"2S/N1S/N-12-2S/N"
"35127S/N";"S/N2896924S/NS/NS/N143";"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA";"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA";"Medicina de Grupo";"RUA PARANÁ";"7S/NS/N";;"CENTRO";"Pato Branco";"PR";"855S/N1S/N74";"46";"3224221S/N";;"polisaude@polisaudepb.com.br";"JULIANE BLEICH";"REPRESENTANTE JUNTO À ANS";5;"1998-12-24"
"415693";"S/N42S/N2S/N13S/NS/NS/N1S/N2";"POLICLIN SAÚDE S/A.";;"Medicina de Grupo";"AV NOVE DE JULHO ";"355";;"JARDIM APOLO";"São José dos Campos";"SP";"12243S/NS/NS/N";"12";"37972833";"37972833";"contato.ans@policlinsaude.com.br";"CYRO ALVES DE BRITTO FILHO";"DIRETOR";5;"2S/NS/N6-S/N8-S/N2"
"3169S/N3";"935S/N7895S/NS/NS/N136";"POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA";"POLIMÉDICA SAÚDE";"Medicina de Grupo";"RUA GENERAL NETO";"353";;"FLORESTA";"Porto Alegre";"RS";"9S/N56S/NS/N2S/N";"51";"32213428";"32213666";"polimedica@polimedica.com.br";"SANDRA RENATA MARCONATO WOLF";"ADMINISTRADORA";4;"1998-12-28"
"34687S/N";"8989S/N172S/NS/NS/N191";"PORTO ALEGRE CLÍNICAS LTDA.";"POA CLIN";"Medicina de Grupo";"Rua dos Andradas";"955";"3º andar. apto. 3S/N2 - salas S/N2. S/N6 e S/N7";"CENTRO HISTÓRICO ";"Porto Alegre";"RS";"9S/NS/N2S/NS/NS/N5";"51";"3S/N417855";"32873621";"portoalegreclinicas@portoalegreclinicas.com.br";"MARIA CRISTINA NUNES DAS CHAGAS";"SÓCIA ADMINISTRADORA";4;"1998-12-22"
"415S/N81";"S/N6145428S/NS/NS/N1S/N9";"PORTO DIAS SAUDE LTDA.";"PORTO DIAS SAUDE";"Medicina de Grupo";"TRAVESSA MAURITI";"3S/N5S/N";"SALA 1";"MARCO";"Belém";"PA";"66S/N93S/N2S/N";;;"3S/N843S/N38";"adrianadias@hpd.com.br";"ANTONIO CARLOS CORREA DIAS";"REPRESENTANTE";6;"2S/NS/N5-S/N2-S/N3"
"S/NS/NS/N582";"S/N454S/NS/N1S/NS/NS/NS/N17S/N";"PORTO SEGURO - SEGURO SAÚDE S/A";"PORTO SEGURO SAÚDE";"Seguradora Especializada em Saúde";"Alameda Barão de Piracicaba";"74S/N";"Torre B. 8º andar. Lado B";"CAMPOS ELISEOS";"São Paulo";"SP";"S/N1216S/N12";"11";"33665199";"33668823";"diretoria@portoseguro.com.br";"LUIZ VICENTE GUARANHA LAPENTA";"DIRETOR DE PRECIFICAÇÃO";4;"2S/NS/N1-S/N7-31"
"418625";"13991711S/NS/NS/N117";"PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.";"PORTO DENTAL";"Odontologia de Grupo";"RUA GUAIANASES";"1238";"MEZANINO - PARTE";"CAMPOS ELISEOS";"São Paulo";"SP";"S/N12S/N4S/NS/N2";;;;"regulacao.saude@portoseguro.com.br";"LUIZ VICENTE GUARANHA LAPENTA";"DIRETOR DE PRECIFICAÇÃO";4;"2S/N12-1S/N-S/N8"
"417491";"11565995S/NS/NS/N154";"PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA";;"Medicina de Grupo";"RUA GUAIANASES";"1238";"MEZANINO/PARTE";"CAMPOS ELISEOS";"São Paulo";"SP";"S/N12S/N4S/NS/N1";"11";"33661722";"33668823";"diretoria@portoseguro.com.br";"LUIZ VICENTE GUARANHA LAPENTA";"DIRETOR DE PRECIFICAÇÃO";4;"2S/N1S/N-S/N8-13"
"42S/N28S/N";"25S/NS/N6S/N61S/NS/NS/N197";"POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA";"POSITIVA ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"ALAMEDA CAMPINAS";"457";"8º andar - cj. D";"JARDIM PAULISTA";"São Paulo";"SP";"S/N14S/N41S/NS/N";"11";"41181S/N4S/N";;"paulo.sampaio@positiva.com.br";"PAULO HENRIQUE MOURÃO SAMPAIO";"ADMINISTRADOR";1;"2S/N16-11-S/N8"
"419133";"18275S/N71S/NS/NS/N162";"POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS";"POSTAL SAÚDE";"Autogestão";"SHS";"QUADRA 2 ";"BLOCO B.  nº 2 - Ed. TELEX - 1º e 2º and";"ASA SUL";"Brasília";"DF";"7S/N31297S/N";"61";"34256777";;"ans@postalsaude.com.br";"ELI PINTO DE MELO JÚNIOR";"DIRETOR PRESIDENTE";1;"2S/N13-S/N9-25"
"421413";"28187357S/NS/NS/N14S/N";"PP HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA-ME";"PP HEALTH ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"Rua Buenos Aires";"441";"Sala 33";"Batel";"Curitiba";"PR";"8S/N25S/NS/N7S/N";"41";"3S/N166153";;"diretoria@pphealth.com.br";"MAREDITH PEREIRA RIBEIRO SELL";"SÓCIA ADMINISTRADORA";1;"2S/N18-11-28"
"422959";"41929347S/NS/NS/N1S/N9";"PRESERVE SAUDE ASSISTENCIA MEDICA LTDA";"PRESERVE";"Medicina de Grupo";"PC GIL MOREIRA";"1.S/N";"EDIF GIL MOREIRA SALA 4";"RECREIO";"Vitória da Conquista";"BA";"45S/N2S/N36S/N";;;;"diretoria@preservesaude.com.br";"ANUCHE DE BRITO LIRA";"REPRESENTANTE LEGAL";;"2S/N21-S/N8-24"
"384844";"S/N2S/N72276S/NS/NS/N1S/NS/N";"PREST ODONTO LTDA";"PREST ODONTO LTDA";"Odontologia de Grupo";"RUA CORONEL JOÃO LEME";"688";"EV. 3";"CENTRO";"Bragança Paulista";"SP";"129S/NS/N161";;;;"diretoria@prestodonto.com.br";"JOÃO BOSCO MUNIZ SIMON";"SÓCIO ADMINISTRADOR";6;"1999-S/N1-S/N7"
"41S/N42S/N";"S/N331S/N432S/NS/NS/N197";"PREV-DONT ODONTOLOGICA LTDA.";"PREV-DONT";"Odontologia de Grupo";"RUA CORONEL. FRANCISCO PEREIRA";"385";"SALA S/N2";"MESSEJANA";"Fortaleza";"CE";"6S/N84S/N29S/N";"85";"3S/N771259";"4742S/N6S/N";"prevdont@gmail.com";"JOSÉ ALONSO PALMEIRA DIAS";"DIRETOR PRESIDENTE";5;"2S/NS/NS/N-S/N1-21"
"413267";"S/N4234S/N59S/NS/NS/N1S/N3";"PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.";;"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTONIO";"3521";"14º ANDAR";"JARDIM PAULISTA";"São Paulo";"SP";"S/N14S/N1S/NS/N1";"S/N1";"131479192";"131479191";"juridico.rs@preventsenior.com.br";"EDUARDO FAGUNDES PARRILLO";"ADMINISTRADOR";4;"2S/NS/N1-S/N3-S/N7"
"3S/N2147";"S/NS/N461479S/NS/NS/N163";"PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA";"PREVENT SENIOR";"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTÔNIO";"3521";"15º ANDAR";"JARDIM PAULISTA";"São Paulo";"SP";"S/N14S/N1S/NS/N1";"11";"5S/N7S/NS/N77S/N";"33721579";"ps.ans@preventsenior.com.br";"FERNANDO FAGUNDES PARRILLO";"ADMINISTRADOR";4;"1998-12-22"
"4218S/N4";"29628S/NS/N3S/NS/NS/N156";"PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA";"PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA";"Administradora de Benefícios";"RUA ALFERES POLI";"1681";;"Rebouças";"Curitiba";"PR";"8S/N22S/NS/N5S/N";"41";"21S/N5137S/N";;"wellington.alves@preverbeneficios.com.br";"WELLINGTON FRANCISCO ALVES";"Diretor";4;"2S/N19-S/N9-S/N2"
"37444S/N";"56269913S/NS/NS/N162";"PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A";"PREVIDENT";"Odontologia de Grupo";"Rua Funchal";"538";"SL 24";"Vila Olímpia";"São Paulo";"SP";"S/N4551S/N6S/N";"11";"3323S/N733";;"comercial@prevident.com.br";"JOSÉ HERMICESAR BRILHANTE PALMEIRA";"ADMINISTRADOR";4;"1999-S/N1-S/N5"
"4S/N3636";"S/N3S/N73235S/NS/NS/N1S/NS/N";"PREVINA ODONTOLOGIA LTDA";"PREVINA";"Odontologia de Grupo";"RUA CAMILO CHAGAS";"275";"SALA 2";"CENTRO";"Conchal";"SP";"13835S/NS/NS/N";"19";"3866368S/N";"38661448";"adm@previnaodonto.com.br";"AUGUSTO RAIMUNDO RIBEIRO";"ADMINISTRADOR";6;"1999-S/N4-19"
"4183S/N7";"13951333S/NS/NS/N148";"PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.";;"Administradora de Benefícios";"RUA DA QUITANDA";"7S/N";"6ª ANDAR - PARTE";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N11S/N3S/N";"21";"25S/N9S/N18S/N";;"contato@previsaobeneficios.com.br";"ERNESTO SAMUEL FLORIANO DA CRUZ CIAMPOLINI";"ADMINISTRADOR";4;"2S/N11-11-21"
"416525";"S/N8787782S/NS/NS/N162";"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA";"PRIMA VIDA";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"123";"SALA 21S/N6 A 2111";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N4S/NS/NS/N5";"21";"329945S/N1";;"primavida@primavida.com.br";"KLÉBER BERNARDES DA SILVA";"SÓCIO GERENTE";3;"2S/NS/N8-S/N1-3S/N"
"424161";"491687S/NS/NS/NS/NS/N189";"PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.";;"Medicina de Grupo";"AV JOSE MANARA";"45S/N";"SALA 2S/N1";"FIM DO CAMPO";"Jarinu";"SP";"1324S/NS/NS/NS/N";"11";"934282221";;"jampereira@hnj.com.br";"JOSOE AUGUSTO GOMES MARQUES PEREIRA";"SOCIO ADMINISTRADOR";;"2S/N24-1S/N-14"
"31S/N522";"S/N2752923S/NS/NS/N125";"PROASA - PROGRAMA ADVENTISTA DE SAÚDE";"ADVENTIST HEALTH";"Medicina de Grupo";"AV L3 SUL";"611";"SGAS MOD. 75/76";"ASA SUL";"Brasília";"DF";"7S/N2S/NS/N71S/N";"51";"33451818";"33457778";"secretaria.proasa@proasa.org.br";"GILNEI VIVEIRO DE ABREU";"DIRETOR GERAL";3;"1998-12-18"
"424251";"56211S/N5S/NS/NS/NS/N172";"PROLIFE ADMINISTRADORA  DE SAUDE LTDA";;"Administradora de Benefícios";"RUA MADRE MARIA VICTORIA";"9S/N";"SALA 3S/N2";"CHARITAS";"Niterói";"RJ";"2437S/NS/N35";"21";"96422522";;"mariageraldine@elegibilidadebrasil.org";"MARIA GERALDINE COUCEIRO";"ADMINISTRADORA";;"2S/N24-12-16"
"326861";"15214919S/NS/NS/N155";"PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.";"PROMEDICA";"Medicina de Grupo";"RUA SOL NASCENTE";"43 ";"ED. CENTRO MÉDICO EMPRESARIAL VITRAUX  S";"FEDERAÇÃO";"Salvador";"BA";"4S/N21S/N76S/N";"71";"327191S/N3";"327191S/N4";"promedica.ans@promedica.com.br";"JORGE ANTONIO DUARTE OLIVEIRA";"DIRETOR ADMINISTRATIVO-FINANC";3;"1998-12-17"
"417475";"5162836S/NS/NS/NS/N173";"PRONTO SOCORRO CONDE DE MOREIRA LIMA";"CAS - CONTRATO DE ASSISTÊNCIA À SAÚDE";"Medicina de Grupo";"RUA DOM BOSCO";"562";;"CENTRO";"Lorena";"SP";"126S/NS/N1S/NS/N";"12";"33S/N114S/N8";;"gerente.administrativo@caslorena.com.br";"MARIO TEIXEIRA DA SILVA";"DIRETOR ADMINISTRATIVO";6;"2S/N1S/N-S/N8-S/N3"
"3S/N5626";"22666341S/NS/NS/N133";"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A";"PLANO DE SAUDE SAO LUCAS";"Medicina de Grupo";"AV. AFONSO PENA";"544";"SALA S/N1";"CENTRO";"Montes Claros";"MG";"394S/NS/NS/N98";"38";"32183S/NS/NS/N";;"ans@saolucas.org";"DILSON DE QUADROS GODINHO NETO";"PRESIDENTE";5;"1998-12-22"
"3S/N1728";"2S/N168589S/NS/NS/N149";"PRONTOMED PLANOS DE SAÚDE LTDA";"PRONTOMED LTDA.";"Medicina de Grupo";"AV. SETE DE SETEMBRO";"1161";;"CENTRO";"Divinópolis";"MG";"355S/NS/NS/N11";"37";"351232S/N13216";"351232S/N9";"prontomed@prontomedmg.com.br";"WALDEMAR HENRIQUE RAUSCH JUNIOR";"SOCIO GERENTE";5;"1998-12-23"
